"Item_Identifier","Item_Weight","Item_Fat_Content","Item_Visibility","Item_Type","Item_MRP","Outlet_Identifier","Outlet_Establishment_Year","Outlet_Size","Outlet_Location_Type","Outlet_Type","Item_Outlet_Sales","source","Outlet_Years","Item_Type_New"
"FDK56",9.695,"Low Fat",0.1302617,"Fruits and Vegetables",185.2898,"OUT045",2002,"Small","Tier 2","Supermarket Type1",3367.616,"train",11,"Food"
"NCN05",8.235,"Low Fat",0.01445694,"Health and Hygiene",184.795,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1464.76,"train",9,"Non-Consumable"
"FDC26",10.195,"Low Fat",0.1263831,"Canned",112.1886,"OUT046",1997,"Small","Tier 1","Supermarket Type1",667.1316,"train",16,"Food"
"FDT14",10.695,"Regular",0.1276208,"Dairy",119.244,"OUT013",1987,"High","Tier 3","Supermarket Type1",3475.476,"train",26,"Food"
"FDS36",8.38,"Regular",0.04687847,"Baking Goods",109.857,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2306.997,"train",9,"Food"
"FDR48",11.65,"Low Fat",0.2201111,"Baking Goods",153.0024,"OUT010",1998,"Small","Tier 3","Grocery Store",455.4072,"train",15,"Food"
"FDM04",9.195,"Regular",0.0471117,"Frozen Foods",52.0666,"OUT035",2004,"Small","Tier 2","Supermarket Type1",615.1992,"train",9,"Food"
"FDZ37",8.1,"Regular",0.0197685,"Canned",88.6198,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1569.956,"train",16,"Food"
"FDE46",18.6,"Low Fat",0.01585889,"Snack Foods",152.9366,"OUT017",2007,"Small","Tier 2","Supermarket Type1",453.4098,"train",6,"Food"
"NCQ53",17.6,"Low Fat",0.01890533,"Health and Hygiene",234.659,"OUT046",1997,"Small","Tier 1","Supermarket Type1",8508.924,"train",16,"Non-Consumable"
"NCN42",20.25,"Low Fat",0.01428055,"Household",148.0418,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1177.134,"train",4,"Non-Consumable"
"DRH11",5.98,"Low Fat",0.07567544,"Hard Drinks",53.3614,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",331.5684,"train",14,"Drinks"
"NCI42",18.75,"Low Fat",0.01038166,"Household",207.8954,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2292.349,"train",14,"Non-Consumable"
"FDT07",5.82,"Regular",0.07747588,"Fruits and Vegetables",255.333,"OUT045",2002,"Small","Tier 2","Supermarket Type1",4870.327,"train",11,"Food"
"DRL60",8.52,"Low Fat",0.02705936,"Soft Drinks",153.3682,"OUT046",1997,"Small","Tier 1","Supermarket Type1",914.8092,"train",16,"Drinks"
"FDG20",15.5,"Regular",0.1261999,"Fruits and Vegetables",178.4028,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1239.72,"train",4,"Food"
"FDF56",16.7,"Regular",0.1194622,"Fruits and Vegetables",182.7976,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1810.976,"train",16,"Food"
"FDV33",9.6,"Regular",0.027455,"Snack Foods",258.1304,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2324.974,"train",4,"Food"
"NCF31",9.13,"Low Fat",0.05192803,"Household",151.4024,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1973.431,"train",14,"Non-Consumable"
"FDD59",10.5,"Regular",0.058,"Starchy Foods",78.296,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1438.128,"train",16,"Food"
"FDQ52",17,"Low Fat",0.1195706,"Frozen Foods",249.7434,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",4221.838,"train",14,"Food"
"FDP09",19.75,"Low Fat",0.03372574,"Snack Foods",211.6902,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",4247.804,"train",28,"Food"
"FDK24",9.195,"Low Fat",0.1012758,"Baking Goods",46.4744,"OUT035",2004,"Small","Tier 2","Supermarket Type1",950.7624,"train",9,"Food"
"NCA18",10.1,"Low Fat",0.05607757,"Household",117.8492,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1621.889,"train",16,"Non-Consumable"
"NCE07",8.18,"Low Fat",0.0137,"Household",140.5154,"OUT045",2002,"Small","Tier 2","Supermarket Type1",1701.785,"train",11,"Non-Consumable"
"FDM45",8.655,"Regular",0.08817805,"Snack Foods",122.6756,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2302.336,"train",9,"Food"
"FDQ32",17.85,"Regular",0.0466085,"Fruits and Vegetables",122.9388,"OUT046",1997,"Small","Tier 1","Supermarket Type1",3095.97,"train",16,"Food"
"FDI34",10.65,"Regular",0.08511985,"Snack Foods",229.8668,"OUT035",2004,"Small","Tier 2","Supermarket Type1",4146.602,"train",9,"Food"
"FDE14",13.65,"Regular",0.03141898,"Canned",99.27,"OUT013",1987,"High","Tier 3","Supermarket Type1",2596.62,"train",26,"Food"
"DRF37",17.25,"Low Fat",0.08480966,"Soft Drinks",261.191,"OUT017",2007,"Small","Tier 2","Supermarket Type1",3155.892,"train",6,"Drinks"
"FDW44",9.5,"Regular",0.03535004,"Fruits and Vegetables",169.7448,"OUT017",2007,"Small","Tier 2","Supermarket Type1",3579.341,"train",6,"Food"
"FDC59",16.7,"Regular",0.057,"Starchy Foods",63.6168,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1342.253,"train",14,"Food"
"NCI29",8.6,"Low Fat",0.05460178,"Health and Hygiene",141.1154,"OUT010",1998,"Small","Tier 3","Grocery Store",425.4462,"train",15,"Non-Consumable"
"FDV38",19.25,"Low Fat",0.1021884,"Dairy",54.3956,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1201.103,"train",4,"Food"
"FDZ49",11,"Regular",0.1330348,"Canned",222.0798,"OUT013",1987,"High","Tier 3","Supermarket Type1",2864.937,"train",26,"Food"
"DRD49",9.895,"Low Fat",0.1681714,"Soft Drinks",237.7564,"OUT045",2002,"Small","Tier 2","Supermarket Type1",3813.702,"train",11,"Drinks"
"FDA02",14,"Regular",0.02972266,"Dairy",143.4786,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1589.265,"train",16,"Food"
"FDX20",7.365,"Low Fat",0.04273362,"Fruits and Vegetables",226.972,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",3848.324,"train",4,"Food"
"FDS24",20.85,"Regular",0.0621727,"Baking Goods",90.2514,"OUT013",1987,"High","Tier 3","Supermarket Type1",619.8598,"train",26,"Food"
"FDI58",7.64,"Regular",0.07070447,"Snack Foods",93.412,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1491.392,"train",16,"Food"
"FDQ60",6.195,"Regular",0.1915005,"Baking Goods",121.2098,"OUT019",1985,"Small","Tier 1","Grocery Store",120.5098,"train",28,"Food"
"FDJ27",17.7,"Regular",0.1220655,"Meat",103.3674,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2546.685,"train",14,"Food"
"FDV27",7.97,"Regular",0.04021623,"Meat",90.4514,"OUT017",2007,"Small","Tier 2","Supermarket Type1",1328.271,"train",6,"Food"
"NCL41",12.35,"Low Fat",0.04173763,"Health and Hygiene",33.1216,"OUT046",1997,"Small","Tier 1","Supermarket Type1",519.324,"train",16,"Non-Consumable"
"NCP29",8.42,"Low Fat",0.112271,"Health and Hygiene",63.2168,"OUT046",1997,"Small","Tier 1","Supermarket Type1",703.0848,"train",16,"Non-Consumable"
"FDC45",17,"Low Fat",0.1350759,"Fruits and Vegetables",170.3106,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3422.212,"train",28,"Food"
"FDN33",6.305,"Regular",0.1230133,"Snack Foods",93.2436,"OUT013",1987,"High","Tier 3","Supermarket Type1",2079.959,"train",26,"Food"
"DRC01",5.92,"Regular",0.01923894,"Soft Drinks",49.8692,"OUT045",2002,"Small","Tier 2","Supermarket Type1",1133.192,"train",11,"Drinks"
"FDL57",15.1,"Regular",0.06721284,"Snack Foods",260.2304,"OUT045",2002,"Small","Tier 2","Supermarket Type1",4908.278,"train",11,"Food"
"NCF42",17.35,"Low Fat",0.2801649,"Household",177.5712,"OUT010",1998,"Small","Tier 3","Grocery Store",527.3136,"train",15,"Non-Consumable"
"FDG50",7.405,"Low Fat",0.01527179,"Canned",89.9146,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1550.648,"train",16,"Food"
"FDH22",6.405,"Low Fat",0.1365129,"Snack Foods",128.7678,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3052.027,"train",14,"Food"
"FDO36",19.7,"Low Fat",0.07803498,"Baking Goods",178.066,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3954.852,"train",14,"Food"
"FDY04",17.7,"Regular",0.04264948,"Frozen Foods",162.721,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",978.726,"train",4,"Food"
"FDZ09",17.6,"Low Fat",0.1048591,"Snack Foods",161.8868,"OUT035",2004,"Small","Tier 2","Supermarket Type1",4094.67,"train",9,"Food"
"FDH28",15.85,"Regular",0.1102021,"Frozen Foods",39.7506,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",721.0614,"train",14,"Food"
"FDN32",17.5,"Low Fat",0.01558456,"Fruits and Vegetables",185.1266,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",4795.092,"train",14,"Food"
"DRJ37",10.8,"Low Fat",0.0608055,"Soft Drinks",150.8024,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3339.653,"train",28,"Drinks"
"FDE57",9.6,"Low Fat",0.03649037,"Fruits and Vegetables",140.8154,"OUT017",2007,"Small","Tier 2","Supermarket Type1",1843.6,"train",6,"Food"
"FDG05",11,"Regular",0.0880253,"Frozen Foods",158.063,"OUT045",2002,"Small","Tier 2","Supermarket Type1",2659.871,"train",11,"Food"
"FDI09",20.75,"Regular",0.1298645,"Seafood",240.188,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",5992.2,"train",4,"Food"
"DRD12",6.96,"Low Fat",0.0741,"Soft Drinks",89.4146,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",2645.223,"train",28,"Drinks"
"FDD02",16.6,"Low Fat",0.08417683,"Canned",118.0124,"OUT010",1998,"Small","Tier 3","Grocery Store",592.562,"train",15,"Food"
"FDI36",12.5,"Regular",0.06234343,"Baking Goods",199.7426,"OUT046",1997,"Small","Tier 1","Supermarket Type1",593.2278,"train",16,"Food"
"DRK39",7.02,"Low Fat",0.04994293,"Dairy",82.425,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1414.825,"train",14,"Drinks"
"FDH44",19.1,"Regular",0.02586726,"Fruits and Vegetables",147.6418,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1471.418,"train",9,"Food"
"FDS56",5.785,"Regular",0.03881712,"Fruits and Vegetables",262.6252,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",524.6504,"train",14,"Food"
"DRJ59",11.65,"Low Fat",0.01941154,"Hard Drinks",40.3164,"OUT045",2002,"Small","Tier 2","Supermarket Type1",502.0132,"train",11,"Drinks"
"NCA30",19,"Low Fat",0.2164782,"Household",190.1872,"OUT010",1998,"Small","Tier 3","Grocery Store",567.2616,"train",15,"Non-Consumable"
"FDF17",5.19,"Low Fat",0.04270732,"Frozen Foods",197.811,"OUT045",2002,"Small","Tier 2","Supermarket Type1",2946.165,"train",11,"Food"
"NCX18",14.15,"Low Fat",0.0083,"Household",196.311,"OUT046",1997,"Small","Tier 1","Supermarket Type1",3338.987,"train",16,"Non-Consumable"
"NCO53",16.2,"Low Fat",0.1758981,"Health and Hygiene",183.7608,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2940.173,"train",4,"Non-Consumable"
"FDT23",7.72,"Regular",0.07484766,"Breads",78.8986,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",623.1888,"train",14,"Food"
"NCJ19",18.6,"Low Fat",0.11818,"Others",56.2588,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1030.658,"train",16,"Non-Consumable"
"FDI05",8.35,"Regular",0.1275873,"Frozen Foods",76.5354,"OUT017",2007,"Small","Tier 2","Supermarket Type1",1805.65,"train",6,"Food"
"NCJ19",18.6,"Low Fat",0.1978091,"Others",55.6588,"OUT010",1998,"Small","Tier 3","Grocery Store",114.5176,"train",15,"Non-Consumable"
"NCS29",9,"Low Fat",0.06920868,"Health and Hygiene",264.0884,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",4504.803,"train",28,"Non-Consumable"
"NCC06",19,"Low Fat",0.02696391,"Household",129.8336,"OUT013",1987,"High","Tier 3","Supermarket Type1",3451.507,"train",26,"Non-Consumable"
"FDJ12",8.895,"Regular",0.03926195,"Baking Goods",207.4296,"OUT017",2007,"Small","Tier 2","Supermarket Type1",2492.755,"train",6,"Food"
"FDW48",18,"Low Fat",0.008533716,"Baking Goods",78.5618,"OUT013",1987,"High","Tier 3","Supermarket Type1",402.809,"train",26,"Food"
"FDX32",15.1,"Regular",0.1004231,"Fruits and Vegetables",144.7786,"OUT017",2007,"Small","Tier 2","Supermarket Type1",2600.615,"train",6,"Food"
"FDH02",7.27,"Regular",0.0201,"Canned",91.8488,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",2716.464,"train",28,"Food"
"FDD16",20.5,"Low Fat",0.0363531,"Frozen Foods",75.8696,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2386.227,"train",16,"Food"
"FDR09",18.25,"Low Fat",0.07734821,"Snack Foods",259.7962,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",8028.882,"train",28,"Food"
"FDB32",20.6,"Low Fat",0.02354848,"Fruits and Vegetables",93.3778,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1314.289,"train",4,"Food"
"FDP11",15.85,"Low Fat",0.06904304,"Breads",218.7166,"OUT013",1987,"High","Tier 3","Supermarket Type1",4136.615,"train",26,"Food"
"FDG09",20.6,"Regular",0.04801081,"Fruits and Vegetables",187.7556,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3004.09,"train",14,"Food"
"FDF21",10.3,"Regular",0.05877843,"Fruits and Vegetables",187.853,"OUT013",1987,"High","Tier 3","Supermarket Type1",2656.542,"train",26,"Food"
"NCJ19",18.6,"Low Fat",0.1176077,"Others",55.2588,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",2748.422,"train",28,"Non-Consumable"
"FDY03",17.6,"Regular",0.1274123,"Meat",111.3202,"OUT010",1998,"Small","Tier 3","Grocery Store",337.5606,"train",15,"Food"
"FDK58",11.35,"Regular",0.04494512,"Snack Foods",101.0016,"OUT013",1987,"High","Tier 3","Supermarket Type1",2631.242,"train",26,"Food"
"FDC26",10.195,"Low Fat",0.1265796,"Canned",112.2886,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2557.338,"train",14,"Food"
"FDN15",17.5,"Low Fat",0.01680223,"Meat",138.518,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2376.906,"train",4,"Food"
"DRH11",5.98,"Low Fat",0.07519207,"Hard Drinks",56.0614,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",2597.286,"train",28,"Drinks"
"NCK17",11,"Low Fat",0.03786331,"Health and Hygiene",40.948,"OUT013",1987,"High","Tier 3","Supermarket Type1",319.584,"train",26,"Non-Consumable"
"DRC01",5.92,"Regular",0.0192,"Soft Drinks",47.7692,"OUT046",1997,"Small","Tier 1","Supermarket Type1",492.692,"train",16,"Drinks"
"FDD03",13.3,"Low Fat",0.07979118,"Dairy",232.73,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2796.36,"train",9,"Food"
"NCY17",18.2,"Low Fat",0.1633497,"Health and Hygiene",45.1086,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",669.129,"train",14,"Non-Consumable"
"DRY23",9.395,"Regular",0.109266,"Soft Drinks",42.3112,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",980.0576,"train",14,"Drinks"
"FDT50",6.75,"Regular",0.1082185,"Dairy",96.3752,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1342.253,"train",9,"Food"
"FDC38",15.7,"Low Fat",0.122392,"Canned",133.1942,"OUT013",1987,"High","Tier 3","Supermarket Type1",2782.378,"train",26,"Food"
"NCN06",8.39,"Low Fat",0.2016877,"Household",162.8868,"OUT010",1998,"Small","Tier 3","Grocery Store",327.5736,"train",15,"Non-Consumable"
"FDP56",8.185,"Low Fat",0.04625904,"Fruits and Vegetables",47.4692,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",1576.614,"train",28,"Food"
"FDW34",9.6,"Low Fat",0.03565129,"Snack Foods",244.917,"OUT045",2002,"Small","Tier 2","Supermarket Type1",2916.204,"train",11,"Food"
"FDU07",11.1,"Low Fat",0.05983566,"Fruits and Vegetables",151.3366,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3022.732,"train",9,"Food"
"NCO55",12.8,"Low Fat",0.09140808,"Others",108.9938,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1071.938,"train",4,"Non-Consumable"
"FDL16",12.85,"Low Fat",0.1694057,"Frozen Foods",46.106,"OUT017",2007,"Small","Tier 2","Supermarket Type1",792.302,"train",6,"Food"
"FDT59",13.65,"Low Fat",0.0159437,"Breads",231.9668,"OUT045",2002,"Small","Tier 2","Supermarket Type1",3225.135,"train",11,"Food"
"DRF01",5.655,"Low Fat",0.1742324,"Soft Drinks",146.6102,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",1895.533,"train",28,"Drinks"
"NCS06",7.935,"Low Fat",0.0318011,"Household",261.591,"OUT045",2002,"Small","Tier 2","Supermarket Type1",3155.892,"train",11,"Non-Consumable"
"FDY13",12.1,"Low Fat",0.0527492,"Canned",74.967,"OUT019",1985,"Small","Tier 1","Grocery Store",229.701,"train",28,"Food"
"DRF36",16.1,"Low Fat",0.03946356,"Soft Drinks",189.9846,"OUT010",1998,"Small","Tier 3","Grocery Store",191.0846,"train",15,"Drinks"
"FDV10",7.645,"Regular",0.0629,"Snack Foods",41.8112,"OUT046",1997,"Small","Tier 1","Supermarket Type1",894.8352,"train",16,"Food"
"FDE09",8.775,"Low Fat",0.03615964,"Fruits and Vegetables",110.7228,"OUT010",1998,"Small","Tier 3","Grocery Store",331.5684,"train",15,"Food"
"FDC20",10.65,"Low Fat",0.02402008,"Fruits and Vegetables",57.2272,"OUT045",2002,"Small","Tier 2","Supermarket Type1",1174.471,"train",11,"Food"
"FDI58",7.64,"Regular",0.07110441,"Snack Foods",95.012,"OUT017",2007,"Small","Tier 2","Supermarket Type1",1864.24,"train",6,"Food"
"FDI56",7.325,"Low Fat",0.09391361,"Fruits and Vegetables",93.2146,"OUT017",2007,"Small","Tier 2","Supermarket Type1",1733.077,"train",6,"Food"
"NCI17",8.645,"Low Fat",0.1440069,"Health and Hygiene",94.741,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1061.951,"train",4,"Non-Consumable"
"NCE19",8.97,"Low Fat",0.09315923,"Household",55.7956,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1037.316,"train",14,"Non-Consumable"
"FDA26",7.855,"Regular",0.1294251,"Dairy",219.3482,"OUT019",1985,"Small","Tier 1","Grocery Store",219.0482,"train",28,"Food"
"FDR01",5.405,"Regular",0.05383971,"Canned",198.6742,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2388.89,"train",4,"Food"
"FDC32",18.35,"Low Fat",0.09862906,"Fruits and Vegetables",90.6462,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",2406.201,"train",28,"Food"
"FDF11",10.195,"Regular",0.01765863,"Starchy Foods",240.1538,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1442.123,"train",14,"Food"
"FDH46",6.935,"Regular",0.04128229,"Snack Foods",103.5332,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1230.398,"train",16,"Food"
"FDY33",14.5,"Regular",0.1701866,"Snack Foods",159.0262,"OUT019",1985,"Small","Tier 1","Grocery Store",159.1262,"train",28,"Food"
"DRG23",8.88,"Low Fat",0.0867812,"Hard Drinks",152.2682,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1829.618,"train",16,"Drinks"
"FDY04",17.7,"Regular",0.04227075,"Frozen Foods",162.521,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",4567.388,"train",28,"Food"
"FDE26",9.3,"Low Fat",0.08918627,"Canned",145.3786,"OUT045",2002,"Small","Tier 2","Supermarket Type1",2745.093,"train",11,"Food"
"NCU42",9,"Low Fat",0.01950297,"Household",169.4474,"OUT035",2004,"Small","Tier 2","Supermarket Type1",4211.185,"train",9,"Non-Consumable"
"NCO42",21.25,"Low Fat",0.02465093,"Household",146.0102,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2916.204,"train",9,"Non-Consumable"
"FDU25",12.35,"Low Fat",0.02672274,"Canned",59.2246,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",984.7182,"train",14,"Food"
"FDW02",4.805,"Regular",0.03751686,"Dairy",124.3704,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3004.09,"train",28,"Food"
"FDS22",16.85,"Regular",0.0231544,"Snack Foods",43.9428,"OUT046",1997,"Small","Tier 1","Supermarket Type1",351.5424,"train",16,"Food"
"FDG57",14.7,"Low Fat",0.07228469,"Fruits and Vegetables",49.8034,"OUT035",2004,"Small","Tier 2","Supermarket Type1",631.8442,"train",9,"Food"
"FDQ25",8.63,"Regular",0.02839188,"Canned",173.9422,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",4138.613,"train",4,"Food"
"NCS06",7.935,"Low Fat",0.03186602,"Household",261.291,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2892.901,"train",4,"Non-Consumable"
"FDC29",8.39,"Regular",0.02408844,"Frozen Foods",112.7176,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",1832.282,"train",28,"Food"
"NCZ41",19.85,"Low Fat",0.06440906,"Health and Hygiene",126.7704,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1752.386,"train",9,"Non-Consumable"
"FDW23",5.765,"Low Fat",0.08201229,"Baking Goods",37.5164,"OUT046",1997,"Small","Tier 1","Supermarket Type1",656.4788,"train",16,"Food"
"FDB03",17.75,"Regular",0.1570757,"Dairy",240.5538,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3845.661,"train",14,"Food"
"FDN25",7.895,"Regular",0.1071105,"Breakfast",55.5588,"OUT019",1985,"Small","Tier 1","Grocery Store",229.0352,"train",28,"Food"
"NCN05",8.235,"Low Fat",0.01445967,"Health and Hygiene",181.895,"OUT046",1997,"Small","Tier 1","Supermarket Type1",732.38,"train",16,"Non-Consumable"
"FDV43",16,"Low Fat",0.07648345,"Fruits and Vegetables",43.4086,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",847.5634,"train",28,"Food"
"FDG44",6.13,"Low Fat",0.1023498,"Fruits and Vegetables",55.0298,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",539.298,"train",14,"Food"
"FDS12",9.1,"Low Fat",0.1748278,"Baking Goods",127.2362,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1635.871,"train",4,"Food"
"FDI52",18.7,"Low Fat",0.104591,"Frozen Foods",121.4072,"OUT013",1987,"High","Tier 3","Supermarket Type1",2450.144,"train",26,"Food"
"FDU12",15.5,"Regular",0.07586884,"Baking Goods",261.7568,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1845.598,"train",14,"Food"
"FDG58",10.695,"Regular",0.0867648,"Snack Foods",156.7972,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3427.538,"train",9,"Food"
"FDA16",6.695,"Low Fat",0.03408026,"Frozen Foods",220.8456,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",5084.049,"train",4,"Food"
"NCD18",16,"Low Fat",0.07265538,"Household",229.8668,"OUT035",2004,"Small","Tier 2","Supermarket Type1",4837.703,"train",9,"Non-Consumable"
"FDI21",5.59,"Regular",0.05655571,"Snack Foods",62.6168,"OUT013",1987,"High","Tier 3","Supermarket Type1",639.168,"train",26,"Food"
"FDW31",11.35,"Regular",0.04340222,"Fruits and Vegetables",197.0742,"OUT017",2007,"Small","Tier 2","Supermarket Type1",2587.965,"train",6,"Food"
"FDB35",12.3,"Regular",0.06488221,"Starchy Foods",93.8804,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1470.086,"train",4,"Food"
